"sicbl_vintage","sicbl_code","sicbl_name","denominator","population"
2023,"E38000006","NHS South Yorkshire ICB - 02P","aged_16_59",136496
2023,"E38000006","NHS South Yorkshire ICB - 02P","children_0_15",45178
2023,"E38000006","NHS South Yorkshire ICB - 02P","older_60_plus",64774
2023,"E38000006","NHS South Yorkshire ICB - 02P","total",246448
2023,"E38000006","NHS South Yorkshire ICB - 02P","working_age_18_66",152884
2023,"E38000007","NHS Mid and South Essex ICB - 99E","aged_16_59",148767
2023,"E38000007","NHS Mid and South Essex ICB - 99E","children_0_15",53839
2023,"E38000007","NHS Mid and South Essex ICB - 99E","older_60_plus",63552
2023,"E38000007","NHS Mid and South Essex ICB - 99E","total",266158
2023,"E38000007","NHS Mid and South Essex ICB - 99E","working_age_18_66",163141
2023,"E38000008","NHS Nottingham and Nottinghamshire ICB - 02Q","aged_16_59",64159
2023,"E38000008","NHS Nottingham and Nottinghamshire ICB - 02Q","children_0_15",20870
2023,"E38000008","NHS Nottingham and Nottinghamshire ICB - 02Q","older_60_plus",34956
2023,"E38000008","NHS Nottingham and Nottinghamshire ICB - 02Q","total",119985
2023,"E38000008","NHS Nottingham and Nottinghamshire ICB - 02Q","working_age_18_66",72656
2023,"E38000014","NHS Lancashire and South Cumbria ICB - 00Q","aged_16_59",89520
2023,"E38000014","NHS Lancashire and South Cumbria ICB - 00Q","children_0_15",35362
2023,"E38000014","NHS Lancashire and South Cumbria ICB - 00Q","older_60_plus",30941
2023,"E38000014","NHS Lancashire and South Cumbria ICB - 00Q","total",155823
2023,"E38000014","NHS Lancashire and South Cumbria ICB - 00Q","working_age_18_66",95959
2023,"E38000015","NHS Lancashire and South Cumbria ICB - 00R","aged_16_59",77263
2023,"E38000015","NHS Lancashire and South Cumbria ICB - 00R","children_0_15",25015
2023,"E38000015","NHS Lancashire and South Cumbria ICB - 00R","older_60_plus",39370
2023,"E38000015","NHS Lancashire and South Cumbria ICB - 00R","total",141648
2023,"E38000015","NHS Lancashire and South Cumbria ICB - 00R","working_age_18_66",87400
2023,"E38000016","NHS Greater Manchester ICB - 00T","aged_16_59",166607
2023,"E38000016","NHS Greater Manchester ICB - 00T","children_0_15",64479
2023,"E38000016","NHS Greater Manchester ICB - 00T","older_60_plus",68067
2023,"E38000016","NHS Greater Manchester ICB - 00T","total",299153
2023,"E38000016","NHS Greater Manchester ICB - 00T","working_age_18_66",181037
2023,"E38000021","NHS Sussex ICB - 09D","aged_16_59",183243
2023,"E38000021","NHS Sussex ICB - 09D","children_0_15",41371
2023,"E38000021","NHS Sussex ICB - 09D","older_60_plus",53756
2023,"E38000021","NHS Sussex ICB - 09D","total",278370
2023,"E38000021","NHS Sussex ICB - 09D","working_age_18_66",196302
2023,"E38000024","NHS Greater Manchester ICB - 00V","aged_16_59",108297
2023,"E38000024","NHS Greater Manchester ICB - 00V","children_0_15",38881
2023,"E38000024","NHS Greater Manchester ICB - 00V","older_60_plus",47412
2023,"E38000024","NHS Greater Manchester ICB - 00V","total",194590
2023,"E38000024","NHS Greater Manchester ICB - 00V","working_age_18_66",118866
2023,"E38000025","NHS West Yorkshire ICB - 02T","aged_16_59",114475
2023,"E38000025","NHS West Yorkshire ICB - 02T","children_0_15",39812
2023,"E38000025","NHS West Yorkshire ICB - 02T","older_60_plus",53373
2023,"E38000025","NHS West Yorkshire ICB - 02T","total",207660
2023,"E38000025","NHS West Yorkshire ICB - 02T","working_age_18_66",127353
2023,"E38000028","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","aged_16_59",76279
2023,"E38000028","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","children_0_15",24419
2023,"E38000028","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","older_60_plus",37026
2023,"E38000028","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","total",137724
2023,"E38000028","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","working_age_18_66",85344
2023,"E38000030","NHS Mid and South Essex ICB - 99F","aged_16_59",91574
2023,"E38000030","NHS Mid and South Essex ICB - 99F","children_0_15",30612
2023,"E38000030","NHS Mid and South Essex ICB - 99F","older_60_plus",54752
2023,"E38000030","NHS Mid and South Essex ICB - 99F","total",176938
2023,"E38000030","NHS Mid and South Essex ICB - 99F","working_age_18_66",103332
2023,"E38000034","NHS Lancashire and South Cumbria ICB - 00X","aged_16_59",99688
2023,"E38000034","NHS Lancashire and South Cumbria ICB - 00X","children_0_15",32502
2023,"E38000034","NHS Lancashire and South Cumbria ICB - 00X","older_60_plus",48296
2023,"E38000034","NHS Lancashire and South Cumbria ICB - 00X","total",180486
2023,"E38000034","NHS Lancashire and South Cumbria ICB - 00X","working_age_18_66",111091
2023,"E38000044","NHS South Yorkshire ICB - 02X","aged_16_59",171952
2023,"E38000044","NHS South Yorkshire ICB - 02X","children_0_15",57944
2023,"E38000044","NHS South Yorkshire ICB - 02X","older_60_plus",81068
2023,"E38000044","NHS South Yorkshire ICB - 02X","total",310964
2023,"E38000044","NHS South Yorkshire ICB - 02X","working_age_18_66",192258
2023,"E38000045","NHS Dorset ICB - 11J","aged_16_59",405567
2023,"E38000045","NHS Dorset ICB - 11J","children_0_15",123586
2023,"E38000045","NHS Dorset ICB - 11J","older_60_plus",256779
2023,"E38000045","NHS Dorset ICB - 11J","total",785932
2023,"E38000045","NHS Dorset ICB - 11J","working_age_18_66",463283
2023,"E38000049","NHS Hertfordshire and West Essex ICB - 06K","aged_16_59",328489
2023,"E38000049","NHS Hertfordshire and West Essex ICB - 06K","children_0_15",111460
2023,"E38000049","NHS Hertfordshire and West Essex ICB - 06K","older_60_plus",134419
2023,"E38000049","NHS Hertfordshire and West Essex ICB - 06K","total",574368
2023,"E38000049","NHS Hertfordshire and West Essex ICB - 06K","working_age_18_66",359684
2023,"E38000050","NHS Lancashire and South Cumbria ICB - 01A","aged_16_59",217117
2023,"E38000050","NHS Lancashire and South Cumbria ICB - 01A","children_0_15",78778
2023,"E38000050","NHS Lancashire and South Cumbria ICB - 01A","older_60_plus",101409
2023,"E38000050","NHS Lancashire and South Cumbria ICB - 01A","total",397304
2023,"E38000050","NHS Lancashire and South Cumbria ICB - 01A","working_age_18_66",240515
2023,"E38000051","NHS Leicester, Leicestershire and Rutland ICB - 03W","aged_16_59",187154
2023,"E38000051","NHS Leicester, Leicestershire and Rutland ICB - 03W","children_0_15",62312
2023,"E38000051","NHS Leicester, Leicestershire and Rutland ICB - 03W","older_60_plus",101201
2023,"E38000051","NHS Leicester, Leicestershire and Rutland ICB - 03W","total",350667
2023,"E38000051","NHS Leicester, Leicestershire and Rutland ICB - 03W","working_age_18_66",209773
2023,"E38000052","NHS Humber and North Yorkshire ICB - 02Y","aged_16_59",160555
2023,"E38000052","NHS Humber and North Yorkshire ICB - 02Y","children_0_15",50474
2023,"E38000052","NHS Humber and North Yorkshire ICB - 02Y","older_60_plus",110734
2023,"E38000052","NHS Humber and North Yorkshire ICB - 02Y","total",321763
2023,"E38000052","NHS Humber and North Yorkshire ICB - 02Y","working_age_18_66",187062
2023,"E38000053","NHS Staffordshire and Stoke-on-Trent ICB - 05D","aged_16_59",75739
2023,"E38000053","NHS Staffordshire and Stoke-on-Trent ICB - 05D","children_0_15",25790
2023,"E38000053","NHS Staffordshire and Stoke-on-Trent ICB - 05D","older_60_plus",35044
2023,"E38000053","NHS Staffordshire and Stoke-on-Trent ICB - 05D","total",136573
2023,"E38000053","NHS Staffordshire and Stoke-on-Trent ICB - 05D","working_age_18_66",84226
2023,"E38000062","NHS Gloucestershire ICB - 11M","aged_16_59",351899
2023,"E38000062","NHS Gloucestershire ICB - 11M","children_0_15",114379
2023,"E38000062","NHS Gloucestershire ICB - 11M","older_60_plus",186388
2023,"E38000062","NHS Gloucestershire ICB - 11M","total",652666
2023,"E38000062","NHS Gloucestershire ICB - 11M","working_age_18_66",395790
2023,"E38000068","NHS Cheshire and Merseyside ICB - 01F","aged_16_59",71661
2023,"E38000068","NHS Cheshire and Merseyside ICB - 01F","children_0_15",24353
2023,"E38000068","NHS Cheshire and Merseyside ICB - 01F","older_60_plus",32994
2023,"E38000068","NHS Cheshire and Merseyside ICB - 01F","total",129008
2023,"E38000068","NHS Cheshire and Merseyside ICB - 01F","working_age_18_66",79979
2023,"E38000079","NHS Hertfordshire and West Essex ICB - 06N","aged_16_59",346619
2023,"E38000079","NHS Hertfordshire and West Essex ICB - 06N","children_0_15",125771
2023,"E38000079","NHS Hertfordshire and West Essex ICB - 06N","older_60_plus",137834
2023,"E38000079","NHS Hertfordshire and West Essex ICB - 06N","total",610224
2023,"E38000079","NHS Hertfordshire and West Essex ICB - 06N","working_age_18_66",376867
2023,"E38000080","NHS Greater Manchester ICB - 01D","aged_16_59",127084
2023,"E38000080","NHS Greater Manchester ICB - 01D","children_0_15",49481
2023,"E38000080","NHS Greater Manchester ICB - 01D","older_60_plus",50385
2023,"E38000080","NHS Greater Manchester ICB - 01D","total",226950
2023,"E38000080","NHS Greater Manchester ICB - 01D","working_age_18_66",138420
2023,"E38000085","NHS Humber and North Yorkshire ICB - 03F","aged_16_59",158149
2023,"E38000085","NHS Humber and North Yorkshire ICB - 03F","children_0_15",53493
2023,"E38000085","NHS Humber and North Yorkshire ICB - 03F","older_60_plus",57035
2023,"E38000085","NHS Humber and North Yorkshire ICB - 03F","total",268677
2023,"E38000085","NHS Humber and North Yorkshire ICB - 03F","working_age_18_66",172393
2023,"E38000086","NHS Suffolk and North East Essex ICB - 06L","aged_16_59",217499
2023,"E38000086","NHS Suffolk and North East Essex ICB - 06L","children_0_15",71071
2023,"E38000086","NHS Suffolk and North East Essex ICB - 06L","older_60_plus",126007
2023,"E38000086","NHS Suffolk and North East Essex ICB - 06L","total",414577
2023,"E38000086","NHS Suffolk and North East Essex ICB - 06L","working_age_18_66",246036
2023,"E38000089","NHS Cornwall and the Isles of Scilly ICB - 11N","aged_16_59",294582
2023,"E38000089","NHS Cornwall and the Isles of Scilly ICB - 11N","children_0_15",93718
2023,"E38000089","NHS Cornwall and the Isles of Scilly ICB - 11N","older_60_plus",189513
2023,"E38000089","NHS Cornwall and the Isles of Scilly ICB - 11N","total",577813
2023,"E38000089","NHS Cornwall and the Isles of Scilly ICB - 11N","working_age_18_66",340095
2023,"E38000091","NHS Cheshire and Merseyside ICB - 01J","aged_16_59",88429
2023,"E38000091","NHS Cheshire and Merseyside ICB - 01J","children_0_15",31016
2023,"E38000091","NHS Cheshire and Merseyside ICB - 01J","older_60_plus",37662
2023,"E38000091","NHS Cheshire and Merseyside ICB - 01J","total",157107
2023,"E38000091","NHS Cheshire and Merseyside ICB - 01J","working_age_18_66",99179
2023,"E38000097","NHS Leicester, Leicestershire and Rutland ICB - 04C","aged_16_59",232339
2023,"E38000097","NHS Leicester, Leicestershire and Rutland ICB - 04C","children_0_15",77855
2023,"E38000097","NHS Leicester, Leicestershire and Rutland ICB - 04C","older_60_plus",62301
2023,"E38000097","NHS Leicester, Leicestershire and Rutland ICB - 04C","total",372495
2023,"E38000097","NHS Leicester, Leicestershire and Rutland ICB - 04C","working_age_18_66",245965
2023,"E38000101","NHS Cheshire and Merseyside ICB - 99A","aged_16_59",307108
2023,"E38000101","NHS Cheshire and Merseyside ICB - 99A","children_0_15",84519
2023,"E38000101","NHS Cheshire and Merseyside ICB - 99A","older_60_plus",104222
2023,"E38000101","NHS Cheshire and Merseyside ICB - 99A","total",495849
2023,"E38000101","NHS Cheshire and Merseyside ICB - 99A","working_age_18_66",335441
2023,"E38000106","NHS Mid and South Essex ICB - 06Q","aged_16_59",223655
2023,"E38000106","NHS Mid and South Essex ICB - 06Q","children_0_15",74435
2023,"E38000106","NHS Mid and South Essex ICB - 06Q","older_60_plus",110497
2023,"E38000106","NHS Mid and South Essex ICB - 06Q","total",408587
2023,"E38000106","NHS Mid and South Essex ICB - 06Q","working_age_18_66",248380
2023,"E38000117","NHS Suffolk and North East Essex ICB - 06T","aged_16_59",183791
2023,"E38000117","NHS Suffolk and North East Essex ICB - 06T","children_0_15",60720
2023,"E38000117","NHS Suffolk and North East Essex ICB - 06T","older_60_plus",101537
2023,"E38000117","NHS Suffolk and North East Essex ICB - 06T","total",346048
2023,"E38000117","NHS Suffolk and North East Essex ICB - 06T","working_age_18_66",206146
2023,"E38000119","NHS Humber and North Yorkshire ICB - 03H","aged_16_59",84165
2023,"E38000119","NHS Humber and North Yorkshire ICB - 03H","children_0_15",29325
2023,"E38000119","NHS Humber and North Yorkshire ICB - 03H","older_60_plus",44255
2023,"E38000119","NHS Humber and North Yorkshire ICB - 03H","total",157745
2023,"E38000119","NHS Humber and North Yorkshire ICB - 03H","working_age_18_66",94930
2023,"E38000122","NHS Humber and North Yorkshire ICB - 03K","aged_16_59",89867
2023,"E38000122","NHS Humber and North Yorkshire ICB - 03K","children_0_15",30339
2023,"E38000122","NHS Humber and North Yorkshire ICB - 03K","older_60_plus",49879
2023,"E38000122","NHS Humber and North Yorkshire ICB - 03K","total",170085
2023,"E38000122","NHS Humber and North Yorkshire ICB - 03K","working_age_18_66",101912
2023,"E38000126","NHS Staffordshire and Stoke-on-Trent ICB - 05G","aged_16_59",114355
2023,"E38000126","NHS Staffordshire and Stoke-on-Trent ICB - 05G","children_0_15",34047
2023,"E38000126","NHS Staffordshire and Stoke-on-Trent ICB - 05G","older_60_plus",64856
2023,"E38000126","NHS Staffordshire and Stoke-on-Trent ICB - 05G","total",213258
2023,"E38000126","NHS Staffordshire and Stoke-on-Trent ICB - 05G","working_age_18_66",129708
2023,"E38000127","NHS North East and North Cumbria ICB - 99C","aged_16_59",115328
2023,"E38000127","NHS North East and North Cumbria ICB - 99C","children_0_15",37313
2023,"E38000127","NHS North East and North Cumbria ICB - 99C","older_60_plus",57871
2023,"E38000127","NHS North East and North Cumbria ICB - 99C","total",210512
2023,"E38000127","NHS North East and North Cumbria ICB - 99C","working_age_18_66",129620
2023,"E38000130","NHS North East and North Cumbria ICB - 00L","aged_16_59",162901
2023,"E38000130","NHS North East and North Cumbria ICB - 00L","children_0_15",51686
2023,"E38000130","NHS North East and North Cumbria ICB - 00L","older_60_plus",109699
2023,"E38000130","NHS North East and North Cumbria ICB - 00L","total",324286
2023,"E38000130","NHS North East and North Cumbria ICB - 00L","working_age_18_66",191179
2023,"E38000135","NHS Greater Manchester ICB - 00Y","aged_16_59",136664
2023,"E38000135","NHS Greater Manchester ICB - 00Y","children_0_15",55241
2023,"E38000135","NHS Greater Manchester ICB - 00Y","older_60_plus",52088
2023,"E38000135","NHS Greater Manchester ICB - 00Y","total",243993
2023,"E38000135","NHS Greater Manchester ICB - 00Y","working_age_18_66",147038
2023,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","aged_16_59",420206
2023,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","children_0_15",128969
2023,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","older_60_plus",171582
2023,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","total",720757
2023,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","working_age_18_66",458542
2023,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","aged_16_59",129308
2023,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","children_0_15",37468
2023,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","older_60_plus",42173
2023,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","total",208949
2023,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","working_age_18_66",139471
2023,"E38000141","NHS South Yorkshire ICB - 03L","aged_16_59",147638
2023,"E38000141","NHS South Yorkshire ICB - 03L","children_0_15",50793
2023,"E38000141","NHS South Yorkshire ICB - 03L","older_60_plus",69836
2023,"E38000141","NHS South Yorkshire ICB - 03L","total",268267
2023,"E38000141","NHS South Yorkshire ICB - 03L","working_age_18_66",164140
2023,"E38000143","NHS Greater Manchester ICB - 01G","aged_16_59",175341
2023,"E38000143","NHS Greater Manchester ICB - 01G","children_0_15",54338
2023,"E38000143","NHS Greater Manchester ICB - 01G","older_60_plus",49188
2023,"E38000143","NHS Greater Manchester ICB - 01G","total",278867
2023,"E38000143","NHS Greater Manchester ICB - 01G","working_age_18_66",186562
2023,"E38000146","NHS South Yorkshire ICB - 03N","aged_16_59",336812
2023,"E38000146","NHS South Yorkshire ICB - 03N","children_0_15",101182
2023,"E38000146","NHS South Yorkshire ICB - 03N","older_60_plus",126708
2023,"E38000146","NHS South Yorkshire ICB - 03N","total",564702
2023,"E38000146","NHS South Yorkshire ICB - 03N","working_age_18_66",365659
2023,"E38000150","NHS Somerset ICB - 11X","aged_16_59",294214
2023,"E38000150","NHS Somerset ICB - 11X","children_0_15",97467
2023,"E38000150","NHS Somerset ICB - 11X","older_60_plus",185410
2023,"E38000150","NHS Somerset ICB - 11X","total",577091
2023,"E38000150","NHS Somerset ICB - 11X","working_age_18_66",335997
2023,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","aged_16_59",123613
2023,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","children_0_15",39315
2023,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","older_60_plus",68550
2023,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","total",231478
2023,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","working_age_18_66",139385
2023,"E38000161","NHS Cheshire and Merseyside ICB - 01T","aged_16_59",88759
2023,"E38000161","NHS Cheshire and Merseyside ICB - 01T","children_0_15",28942
2023,"E38000161","NHS Cheshire and Merseyside ICB - 01T","older_60_plus",46033
2023,"E38000161","NHS Cheshire and Merseyside ICB - 01T","total",163734
2023,"E38000161","NHS Cheshire and Merseyside ICB - 01T","working_age_18_66",101392
2023,"E38000163","NHS North East and North Cumbria ICB - 00N","aged_16_59",79805
2023,"E38000163","NHS North East and North Cumbria ICB - 00N","children_0_15",26650
2023,"E38000163","NHS North East and North Cumbria ICB - 00N","older_60_plus",42153
2023,"E38000163","NHS North East and North Cumbria ICB - 00N","total",148608
2023,"E38000163","NHS North East and North Cumbria ICB - 00N","working_age_18_66",91066
2023,"E38000168","NHS Mid and South Essex ICB - 99G","aged_16_59",100803
2023,"E38000168","NHS Mid and South Essex ICB - 99G","children_0_15",34238
2023,"E38000168","NHS Mid and South Essex ICB - 99G","older_60_plus",45843
2023,"E38000168","NHS Mid and South Essex ICB - 99G","total",180884
2023,"E38000168","NHS Mid and South Essex ICB - 99G","working_age_18_66",111316
2023,"E38000170","NHS Cheshire and Merseyside ICB - 01V","aged_16_59",58393
2023,"E38000170","NHS Cheshire and Merseyside ICB - 01V","children_0_15",18462
2023,"E38000170","NHS Cheshire and Merseyside ICB - 01V","older_60_plus",40450
2023,"E38000170","NHS Cheshire and Merseyside ICB - 01V","total",117305
2023,"E38000170","NHS Cheshire and Merseyside ICB - 01V","working_age_18_66",67588
2023,"E38000172","NHS Cheshire and Merseyside ICB - 01X","aged_16_59",102009
2023,"E38000172","NHS Cheshire and Merseyside ICB - 01X","children_0_15",32768
2023,"E38000172","NHS Cheshire and Merseyside ICB - 01X","older_60_plus",49951
2023,"E38000172","NHS Cheshire and Merseyside ICB - 01X","total",184728
2023,"E38000172","NHS Cheshire and Merseyside ICB - 01X","working_age_18_66",113938
2023,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","aged_16_59",83795
2023,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","children_0_15",26704
2023,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","older_60_plus",48712
2023,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","total",159211
2023,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","working_age_18_66",95113
2023,"E38000174","NHS Greater Manchester ICB - 01W","aged_16_59",162192
2023,"E38000174","NHS Greater Manchester ICB - 01W","children_0_15",56643
2023,"E38000174","NHS Greater Manchester ICB - 01W","older_60_plus",78356
2023,"E38000174","NHS Greater Manchester ICB - 01W","total",297191
2023,"E38000174","NHS Greater Manchester ICB - 01W","working_age_18_66",179987
2023,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","aged_16_59",151455
2023,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","children_0_15",53826
2023,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","older_60_plus",62777
2023,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","total",268058
2023,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","working_age_18_66",165827
2023,"E38000176","NHS North East and North Cumbria ICB - 00P","aged_16_59",152258
2023,"E38000176","NHS North East and North Cumbria ICB - 00P","children_0_15",48555
2023,"E38000176","NHS North East and North Cumbria ICB - 00P","older_60_plus",76699
2023,"E38000176","NHS North East and North Cumbria ICB - 00P","total",277512
2023,"E38000176","NHS North East and North Cumbria ICB - 00P","working_age_18_66",172232
2023,"E38000185","NHS Mid and South Essex ICB - 07G","aged_16_59",104018
2023,"E38000185","NHS Mid and South Essex ICB - 07G","children_0_15",40014
2023,"E38000185","NHS Mid and South Essex ICB - 07G","older_60_plus",32756
2023,"E38000185","NHS Mid and South Essex ICB - 07G","total",176788
2023,"E38000185","NHS Mid and South Essex ICB - 07G","working_age_18_66",110823
2023,"E38000187","NHS Greater Manchester ICB - 02A","aged_16_59",131929
2023,"E38000187","NHS Greater Manchester ICB - 02A","children_0_15",49529
2023,"E38000187","NHS Greater Manchester ICB - 02A","older_60_plus",55193
2023,"E38000187","NHS Greater Manchester ICB - 02A","total",236651
2023,"E38000187","NHS Greater Manchester ICB - 02A","working_age_18_66",143883
2023,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","aged_16_59",205916
2023,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","children_0_15",57464
2023,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","older_60_plus",100847
2023,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","total",364227
2023,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","working_age_18_66",229991
2023,"E38000190","NHS West Yorkshire ICB - 03R","aged_16_59",199969
2023,"E38000190","NHS West Yorkshire ICB - 03R","children_0_15",66729
2023,"E38000190","NHS West Yorkshire ICB - 03R","older_60_plus",90280
2023,"E38000190","NHS West Yorkshire ICB - 03R","total",356978
2023,"E38000190","NHS West Yorkshire ICB - 03R","working_age_18_66",222132
2023,"E38000194","NHS Cheshire and Merseyside ICB - 02E","aged_16_59",118422
2023,"E38000194","NHS Cheshire and Merseyside ICB - 02E","children_0_15",38757
2023,"E38000194","NHS Cheshire and Merseyside ICB - 02E","older_60_plus",54618
2023,"E38000194","NHS Cheshire and Merseyside ICB - 02E","total",211797
2023,"E38000194","NHS Cheshire and Merseyside ICB - 02E","working_age_18_66",131602
2023,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","aged_16_59",178857
2023,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","children_0_15",63716
2023,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","older_60_plus",79555
2023,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","total",322128
2023,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","working_age_18_66",197657
2023,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","aged_16_59",65412
2023,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","children_0_15",19480
2023,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","older_60_plus",34468
2023,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","total",119360
2023,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","working_age_18_66",73674
2023,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","aged_16_59",232347
2023,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","children_0_15",71401
2023,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","older_60_plus",109750
2023,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","total",413498
2023,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","working_age_18_66",258294
2023,"E38000204","NHS Suffolk and North East Essex ICB - 07K","aged_16_59",128588
2023,"E38000204","NHS Suffolk and North East Essex ICB - 07K","children_0_15",41408
2023,"E38000204","NHS Suffolk and North East Essex ICB - 07K","older_60_plus",67574
2023,"E38000204","NHS Suffolk and North East Essex ICB - 07K","total",237570
2023,"E38000204","NHS Suffolk and North East Essex ICB - 07K","working_age_18_66",143532
2023,"E38000205","NHS Greater Manchester ICB - 02H","aged_16_59",187134
2023,"E38000205","NHS Greater Manchester ICB - 02H","children_0_15",61410
2023,"E38000205","NHS Greater Manchester ICB - 02H","older_60_plus",85470
2023,"E38000205","NHS Greater Manchester ICB - 02H","total",334014
2023,"E38000205","NHS Greater Manchester ICB - 02H","working_age_18_66",207060
2023,"E38000208","NHS Cheshire and Merseyside ICB - 12F","aged_16_59",170065
2023,"E38000208","NHS Cheshire and Merseyside ICB - 12F","children_0_15",58110
2023,"E38000208","NHS Cheshire and Merseyside ICB - 12F","older_60_plus",94264
2023,"E38000208","NHS Cheshire and Merseyside ICB - 12F","total",322439
2023,"E38000208","NHS Cheshire and Merseyside ICB - 12F","working_age_18_66",192768
2023,"E38000212","NHS North East and North Cumbria ICB - 13T","aged_16_59",301915
2023,"E38000212","NHS North East and North Cumbria ICB - 13T","children_0_15",87577
2023,"E38000212","NHS North East and North Cumbria ICB - 13T","older_60_plus",114832
2023,"E38000212","NHS North East and North Cumbria ICB - 13T","total",504324
2023,"E38000212","NHS North East and North Cumbria ICB - 13T","working_age_18_66",330345
2023,"E38000215","NHS North East and North Cumbria ICB - 01H","aged_16_59",168073
2023,"E38000215","NHS North East and North Cumbria ICB - 01H","children_0_15",52379
2023,"E38000215","NHS North East and North Cumbria ICB - 01H","older_60_plus",101957
2023,"E38000215","NHS North East and North Cumbria ICB - 01H","total",322409
2023,"E38000215","NHS North East and North Cumbria ICB - 01H","working_age_18_66",194510
2023,"E38000217","NHS Greater Manchester ICB - 14L","aged_16_59",376164
2023,"E38000217","NHS Greater Manchester ICB - 14L","children_0_15",114852
2023,"E38000217","NHS Greater Manchester ICB - 14L","older_60_plus",75762
2023,"E38000217","NHS Greater Manchester ICB - 14L","total",566778
2023,"E38000217","NHS Greater Manchester ICB - 14L","working_age_18_66",392212
2023,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","aged_16_59",303952
2023,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","children_0_15",102230
2023,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","older_60_plus",113340
2023,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","total",519522
2023,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","working_age_18_66",329355
2023,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","aged_16_59",597121
2023,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","children_0_15",174796
2023,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","older_60_plus",221191
2023,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","total",993108
2023,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","working_age_18_66",646269
2023,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","aged_16_59",310617
2023,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","children_0_15",112394
2023,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","older_60_plus",140771
