"sicbl_vintage","sicbl_code","sicbl_nhs_code","sicbl_name","icb_code","icb_name","index","index_label","scale","avg_score","weight_pop","n_lsoa","mhclg_comparison_available"
2024,"E38000119","03H","NHS Humber and North Yorkshire ICB - 03H","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.313219,157745,107,FALSE
2024,"E38000122","03K","NHS Humber and North Yorkshire ICB - 03K","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.28475,170085,103,FALSE
2024,"E38000126","05G","NHS Staffordshire and Stoke-on-Trent ICB - 05G","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.237383,213258,134,FALSE
2024,"E38000127","99C","NHS North East and North Cumbria ICB - 99C","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.210486,210512,133,FALSE
2024,"E38000130","00L","NHS North East and North Cumbria ICB - 00L","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.215359,324286,200,FALSE
2024,"E38000135","00Y","NHS Greater Manchester ICB - 00Y","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.345749,243993,142,FALSE
2024,"E38000136","10Q","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.186832,720757,419,FALSE
2024,"E38000137","10R","NHS Hampshire and Isle of Wight ICB - 10R","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.261257,208949,125,FALSE
2024,"E38000141","03L","NHS South Yorkshire ICB - 03L","E54000061","NHS South Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.299822,268267,170,FALSE
2024,"E38000143","01G","NHS Greater Manchester ICB - 01G","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.271777,278867,161,FALSE
2024,"E38000146","03N","NHS South Yorkshire ICB - 03N","E54000061","NHS South Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.261917,564702,343,FALSE
2024,"E38000150","11X","NHS Somerset ICB - 11X","E54000038","NHS Somerset Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.216766,577091,339,FALSE
2024,"E38000153","05Q","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.234104,231478,140,FALSE
2024,"E38000161","01T","NHS Cheshire and Merseyside ICB - 01T","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.263377,163734,112,FALSE
2024,"E38000163","00N","NHS North East and North Cumbria ICB - 00N","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.251804,148608,103,FALSE
2024,"E38000168","99G","NHS Mid and South Essex ICB - 99G","E54000026","NHS Mid and South Essex Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.264567,180884,108,FALSE
2024,"E38000170","01V","NHS Cheshire and Merseyside ICB - 01V","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.2099,117305,79,FALSE
2024,"E38000172","01X","NHS Cheshire and Merseyside ICB - 01X","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.259176,184728,121,FALSE
2024,"E38000173","05V","NHS Staffordshire and Stoke-on-Trent ICB - 05V","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.193152,159211,93,FALSE
2024,"E38000174","01W","NHS Greater Manchester ICB - 01W","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.194238,297191,191,FALSE
2024,"E38000175","05W","NHS Staffordshire and Stoke-on-Trent ICB - 05W","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.334422,268058,168,FALSE
2024,"E38000176","00P","NHS North East and North Cumbria ICB - 00P","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.287545,277512,185,FALSE
2024,"E38000185","07G","NHS Mid and South Essex ICB - 07G","E54000026","NHS Mid and South Essex Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.298811,176788,100,FALSE
2024,"E38000187","02A","NHS Greater Manchester ICB - 02A","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.171607,236651,139,FALSE
2024,"E38000188","03Q","NHS Humber and North Yorkshire ICB - 03Q","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.184325,364227,212,FALSE
2024,"E38000190","03R","NHS West Yorkshire ICB - 03R","E54000054","NHS West Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.312136,356978,215,FALSE
2024,"E38000194","02E","NHS Cheshire and Merseyside ICB - 02E","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.211853,211797,132,FALSE
2024,"E38000197","07H","NHS Hertfordshire and West Essex ICB - 07H","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.239851,322128,185,FALSE
2024,"E38000200","02G","NHS Lancashire and South Cumbria ICB - 02G","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.224464,119360,73,FALSE
2024,"E38000201","04V","NHS Leicester, Leicestershire and Rutland ICB - 04V","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.219347,413498,234,FALSE
2024,"E38000204","07K","NHS Suffolk and North East Essex ICB - 07K","E54000023","NHS Suffolk and North East Essex Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.251435,237570,137,FALSE
2024,"E38000205","02H","NHS Greater Manchester ICB - 02H","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.259972,334014,200,FALSE
2024,"E38000208","12F","NHS Cheshire and Merseyside ICB - 12F","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.219879,322439,209,FALSE
2024,"E38000212","13T","NHS North East and North Cumbria ICB - 13T","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.262701,504324,306,FALSE
2024,"E38000215","01H","NHS North East and North Cumbria ICB - 01H","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.243205,322409,207,FALSE
2024,"E38000217","14L","NHS Greater Manchester ICB - 14L","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.295293,566778,295,FALSE
2024,"E38000221","15A","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.189584,519522,302,FALSE
2024,"E38000222","15C","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.196084,993108,581,FALSE
2024,"E38000223","14Y","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.180437,563782,335,FALSE
2024,"E38000225","15F","NHS West Yorkshire ICB - 15F","E54000054","NHS West Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.250731,820802,488,FALSE
2024,"E38000226","02M","NHS Lancashire and South Cumbria ICB - 02M","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.205197,200311,121,FALSE
2024,"E38000227","01E","NHS Lancashire and South Cumbria ICB - 01E","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.244511,211900,127,FALSE
2024,"E38000228","01K","NHS Lancashire and South Cumbria ICB - 01K","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.199354,331324,203,FALSE
2024,"E38000230","15N","NHS Devon ICB - 15N","E54000037","NHS Devon Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.213005,1232580,729,FALSE
2024,"E38000231","92G","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.204586,954449,569,FALSE
2024,"E38000232","36J","NHS West Yorkshire ICB - 36J","E54000054","NHS West Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.328936,604663,342,FALSE
2024,"E38000233","27D","NHS Cheshire and Merseyside ICB - 27D","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.191251,768386,466,FALSE
2024,"E38000234","84H","NHS North East and North Cumbria ICB - 84H","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.250914,527704,330,FALSE
2024,"E38000235","97R","NHS Sussex ICB - 97R","E54000064","NHS Sussex Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.220108,551007,332,FALSE
2024,"E38000236","18C","NHS Herefordshire and Worcestershire ICB - 18C","E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.224496,798019,491,FALSE
2024,"E38000237","91Q","NHS Kent and Medway ICB - 91Q","E54000032","NHS Kent and Medway Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.241116,1877417,1107,FALSE
2024,"E38000238","71E","NHS Lincolnshire ICB - 71E","E54000013","NHS Lincolnshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.266772,775864,435,FALSE
2024,"E38000239","26A","NHS Norfolk and Waveney ICB - 26A","E54000022","NHS Norfolk and Waveney Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.263236,1042267,624,FALSE
2024,"E38000240","93C","NHS North Central London ICB - 93C","E54000028","NHS North Central London Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.234772,1417144,806,FALSE
2024,"E38000241","42D","NHS Humber and North Yorkshire ICB - 42D","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.195714,430525,269,FALSE
2024,"E38000243","52R","NHS Nottingham and Nottinghamshire ICB - 52R","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.255713,1042493,615,FALSE
2024,"E38000244","72Q","NHS South East London ICB - 72Q","E54000030","NHS South East London Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.203892,1796537,1040,FALSE
2024,"E38000245","36L","NHS South West London ICB - 36L","E54000031","NHS South West London Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.180323,1511629,878,FALSE
2024,"E38000247","16C","NHS North East and North Cumbria ICB - 16C","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.26169,689123,425,FALSE
2024,"E38000249","M1J4Y","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.249998,1016380,587,FALSE
2024,"E38000251","B2M3M","NHS Coventry and Warwickshire ICB - B2M3M","E54000018","NHS Coventry and Warwickshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.238136,960602,557,FALSE
2024,"E38000252","D4U1Y","NHS Frimley ICB - D4U1Y","E54000034","NHS Frimley Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.209149,774255,455,FALSE
2024,"E38000253","D9Y0V","NHS Hampshire and Isle of Wight ICB - D9Y0V","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.20466,1633583,1001,FALSE
2024,"E38000254","X2C4Y","NHS West Yorkshire ICB - X2C4Y","E54000054","NHS West Yorkshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.279353,437794,260,FALSE
2024,"E38000255","A3A8R","NHS North East London ICB - A3A8R","E54000029","NHS North East London Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.269581,2026631,1087,FALSE
2024,"E38000256","W2U3Z","NHS North West London ICB - W2U3Z","E54000027","NHS North West London Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.248375,2117102,1183,FALSE
2024,"E38000257","M2L0M","NHS Shropshire, Telford and Wrekin ICB - M2L0M","E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.229548,516479,313,FALSE
2024,"E38000258","15E","NHS Birmingham and Solihull ICB - 15E","E54000055","NHS Birmingham and Solihull Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.318083,1372005,793,FALSE
2024,"E38000259","D2P2L","NHS Black Country ICB - D2P2L","E54000062","NHS Black Country Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.334609,1223619,723,FALSE
2024,"E38000260","06H","NHS Cambridgeshire and Peterborough ICB - 06H","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.226489,928260,527,FALSE
2024,"E38000261","15M","NHS Derby and Derbyshire ICB - 15M","E54000058","NHS Derby and Derbyshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.245638,1067075,651,FALSE
2024,"E38000262","78H","NHS Northamptonshire ICB - 78H","E54000059","NHS Northamptonshire Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.261226,792755,443,FALSE
2024,"E38000263","01Y","NHS Greater Manchester ICB - 01Y","E54000057","NHS Greater Manchester Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.288402,232806,142,FALSE
2024,"E38000264","92A","NHS Surrey Heartlands ICB - 92A","E54000063","NHS Surrey Heartlands Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.168756,1060683,624,FALSE
2024,"E38000265","70F","NHS Sussex ICB - 70F","E54000064","NHS Sussex Integrated Care Board","sub_adult_skills","Adult Skills sub-domain","untransformed_subdomain",0.21054,892807,532,FALSE
2024,"E38000006","02P","NHS South Yorkshire ICB - 02P","E54000061","NHS South Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",38.066986,246448,148,FALSE
2024,"E38000007","99E","NHS Mid and South Essex ICB - 99E","E54000026","NHS Mid and South Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",37.88277,266158,160,FALSE
2024,"E38000008","02Q","NHS Nottingham and Nottinghamshire ICB - 02Q","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",48.834092,119985,69,FALSE
2024,"E38000014","00Q","NHS Lancashire and South Cumbria ICB - 00Q","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",30.731614,155823,91,FALSE
2024,"E38000015","00R","NHS Lancashire and South Cumbria ICB - 00R","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",28.054928,141648,94,FALSE
2024,"E38000016","00T","NHS Greater Manchester ICB - 00T","E54000057","NHS Greater Manchester Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",28.723279,299153,177,FALSE
2024,"E38000021","09D","NHS Sussex ICB - 09D","E54000064","NHS Sussex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",25.668336,278370,165,FALSE
2024,"E38000024","00V","NHS Greater Manchester ICB - 00V","E54000057","NHS Greater Manchester Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",29.45877,194590,120,FALSE
2024,"E38000025","02T","NHS West Yorkshire ICB - 02T","E54000054","NHS West Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",37.488019,207660,129,FALSE
2024,"E38000028","04Y","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",40.325544,137724,84,FALSE
2024,"E38000030","99F","NHS Mid and South Essex ICB - 99F","E54000026","NHS Mid and South Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",40.498059,176938,110,FALSE
2024,"E38000034","00X","NHS Lancashire and South Cumbria ICB - 00X","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",37.83717,180486,107,FALSE
2024,"E38000044","02X","NHS South Yorkshire ICB - 02X","E54000061","NHS South Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",41.162834,310964,199,FALSE
2024,"E38000045","11J","NHS Dorset ICB - 11J","E54000041","NHS Dorset Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",42.074431,785932,463,FALSE
2024,"E38000049","06K","NHS Hertfordshire and West Essex ICB - 06K","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",37.246635,574368,342,FALSE
2024,"E38000050","01A","NHS Lancashire and South Cumbria ICB - 01A","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",37.196353,397304,244,FALSE
2024,"E38000051","03W","NHS Leicester, Leicestershire and Rutland ICB - 03W","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",46.323643,350667,200,FALSE
2024,"E38000052","02Y","NHS Humber and North Yorkshire ICB - 02Y","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",49.699308,321763,199,FALSE
2024,"E38000053","05D","NHS Staffordshire and Stoke-on-Trent ICB - 05D","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",44.62356,136573,78,FALSE
2024,"E38000062","11M","NHS Gloucestershire ICB - 11M","E54000043","NHS Gloucestershire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",45.164721,652666,393,FALSE
2024,"E38000068","01F","NHS Cheshire and Merseyside ICB - 01F","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",36.488415,129008,80,FALSE
2024,"E38000079","06N","NHS Hertfordshire and West Essex ICB - 06N","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",33.013138,610224,360,FALSE
2024,"E38000080","01D","NHS Greater Manchester ICB - 01D","E54000057","NHS Greater Manchester Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",31.985205,226950,135,FALSE
2024,"E38000085","03F","NHS Humber and North Yorkshire ICB - 03F","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",29.612757,268677,168,FALSE
2024,"E38000086","06L","NHS Suffolk and North East Essex ICB - 06L","E54000023","NHS Suffolk and North East Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",48.629772,414577,240,FALSE
2024,"E38000089","11N","NHS Cornwall and the Isles of Scilly ICB - 11N","E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",53.755079,577813,337,FALSE
2024,"E38000091","01J","NHS Cheshire and Merseyside ICB - 01J","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",33.928316,157107,100,FALSE
2024,"E38000097","04C","NHS Leicester, Leicestershire and Rutland ICB - 04C","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",24.44472,372495,200,FALSE
2024,"E38000101","99A","NHS Cheshire and Merseyside ICB - 99A","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",22.162361,495849,302,FALSE
2024,"E38000106","06Q","NHS Mid and South Essex ICB - 06Q","E54000026","NHS Mid and South Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",45.028071,408587,242,FALSE
2024,"E38000117","06T","NHS Suffolk and North East Essex ICB - 06T","E54000023","NHS Suffolk and North East Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",41.837462,346048,206,FALSE
2024,"E38000119","03H","NHS Humber and North Yorkshire ICB - 03H","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",36.675218,157745,107,FALSE
2024,"E38000122","03K","NHS Humber and North Yorkshire ICB - 03K","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",49.15138,170085,103,FALSE
2024,"E38000126","05G","NHS Staffordshire and Stoke-on-Trent ICB - 05G","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",44.21657,213258,134,FALSE
2024,"E38000127","99C","NHS North East and North Cumbria ICB - 99C","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",28.059751,210512,133,FALSE
2024,"E38000130","00L","NHS North East and North Cumbria ICB - 00L","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",48.848345,324286,200,FALSE
2024,"E38000135","00Y","NHS Greater Manchester ICB - 00Y","E54000057","NHS Greater Manchester Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",28.077092,243993,142,FALSE
2024,"E38000136","10Q","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",43.223837,720757,419,FALSE
2024,"E38000137","10R","NHS Hampshire and Isle of Wight ICB - 10R","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",23.21139,208949,125,FALSE
2024,"E38000141","03L","NHS South Yorkshire ICB - 03L","E54000061","NHS South Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",38.588397,268267,170,FALSE
2024,"E38000143","01G","NHS Greater Manchester ICB - 01G","E54000057","NHS Greater Manchester Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",25.003803,278867,161,FALSE
2024,"E38000146","03N","NHS South Yorkshire ICB - 03N","E54000061","NHS South Yorkshire Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",28.487994,564702,343,FALSE
2024,"E38000150","11X","NHS Somerset ICB - 11X","E54000038","NHS Somerset Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",51.931602,577091,339,FALSE
2024,"E38000153","05Q","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",42.375009,231478,140,FALSE
2024,"E38000161","01T","NHS Cheshire and Merseyside ICB - 01T","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",30.08294,163734,112,FALSE
2024,"E38000163","00N","NHS North East and North Cumbria ICB - 00N","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",27.834695,148608,103,FALSE
2024,"E38000168","99G","NHS Mid and South Essex ICB - 99G","E54000026","NHS Mid and South Essex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",26.8631,180884,108,FALSE
2024,"E38000170","01V","NHS Cheshire and Merseyside ICB - 01V","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",34.192545,117305,79,FALSE
2024,"E38000172","01X","NHS Cheshire and Merseyside ICB - 01X","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",34.068046,184728,121,FALSE
2024,"E38000173","05V","NHS Staffordshire and Stoke-on-Trent ICB - 05V","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",49.560659,159211,93,FALSE
2024,"E38000174","01W","NHS Greater Manchester ICB - 01W","E54000057","NHS Greater Manchester Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",28.643421,297191,191,FALSE
2024,"E38000175","05W","NHS Staffordshire and Stoke-on-Trent ICB - 05W","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",33.448259,268058,168,FALSE
